firstName,lastName,name,team,team_id,overall_rating,skin_color,hair_color,jersey_num,position,height,weight,agility_rating,speed_rating,strength_rating,throwPower_rating,catching_rating,pursuit_rating,manCoverage_rating,jumping_rating,kickPower_rating,face,helmet_r,head_r,waist_r,armLeft_r,armRight_r,leg_r,tattoo_r,sleeveLeft_r,sleeveRight_r,hand_r,undershirt,undershirt_r,visor_r
Jalen,Guyton,WR_15_Jalen_Guyton,Chargers,27,76,0.35,black,15,WR,73,212,87,93,61,28,63,31,18,65,75,0,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0
DeAndre,Carter,WR_1_DeAndre_Carter,Chargers,27,74,0.2,black,1,WR,68,190,93,90,60,31,58,39,15,63,75,1,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0
Jason,Moore,WR_11_Jason_Moore,Chargers,27,70,0.35,black,11,WR,75,215,84,89,46,25,57,31,15,62,75,0,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0
Joe,Reed,WR_12_Joe_Reed,Chargers,27,69,0.2,black,12,WR,72,224,81,88,47,26,54,37,18,63,75,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Maurice,Ffrench,WR_80_Maurice_Ffrench,Chargers,27,69,0.35,black,80,WR,71,200,88,84,43,21,57,28,12,61,75,1,-1,0,2,-1,-1,-1,0,0,0,0,0,0,0
Michael,Bandy,WR_36_Michael_Bandy,Chargers,27,71,0.35,brown,36,WR,70,190,90,91,42,37,58,32,19,61,75,0,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0
Trevon,Bradford,WR_0_Trevon_Bradford,Chargers,27,71,0.35,black,0,WR,69,183,91,90,43,44,56,43,30,62,75,1,-1,-1,2,-1,-1,-1,0,0,0,0,0,0,0
Gerald,Everett,TE_81_Gerald_Everett,Chargers,27,75,0.3,black,81,TE,75,240,82,85,67,25,76,37,12,83,75,1,-1,-1,-1,-1,-1,-1,4,0,0,0,0,0,0
Donald,Parham Jr,TE_89_Donald_Parham Jr,Chargers,27,62,0.2,black,89,TE,80,237,74,81,52,32,63,40,14,60,75,0,-1,-1,2,-1,-1,-1,0,0,0,0,0,0,0
Tre',McKitty,TE_88_Tre'_McKitty,Chargers,27,63,0.25,black,88,TE,76,246,80,82,53,43,62,41,14,61,75,1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0
Hunter,Kampmoyer,TE_47_Hunter_Kampmoyer,Chargers,27,63,0.8,brown,47,TE,76,243,81,85,52,27,61,44,15,62,75,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Rashawn,Slater,LT_70_Rashawn_Slater,Chargers,27,83,0.15,black,70,LT,76,315,68,80,90,10,25,29,12,80,75,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Trey,Pipkins,LT_79_Trey_Pipkins,Chargers,27,60,0.35,black,79,LT,78,307,66,68,56,16,47,35,12,63,75,0,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0
Foster,Sarell,LT_69_Foster_Sarell,Chargers,27,60,0.8,brown,69,LT,78,322,67,64,57,16,22,26,9,62,75,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Zion,Johnson,LG_77_Zion_Johnson,Chargers,27,74,0.15,black,77,LG,75,316,70,65,78,25,52,44,11,64,75,5,-1,-1,0,-1,-1,-1,6,0,0,0,0,0,0
Corey,Linsley,C_63_Corey_Linsley,Chargers,27,86,1,black,63,C,77,301,67,71,92,26,35,30,12,88,75,5,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Will,Clapp,C_64_Will_Clapp,Chargers,27,63,0.95,black,64,C,77,311,67,69,62,23,25,22,13,67,75,1,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0
Ryan,Hunter,RG_67_Ryan_Hunter,Chargers,27,72,0.9,brown,67,RG,75,316,52,56,82,15,25,21,10,63,75,1,-1,-1,2,-1,-1,-1,0,0,0,0,0,0,0
Jamaree,Salyer,RT_68_Jamaree_Salyer,Chargers,27,74,1,brown,68,RT,76,325,65,58,84,27,51,41,11,64,75,4,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Sebastian,Joseph-Day,DE_69_Sebastian_Joseph-Day,Chargers,27,82,0.15,black,69,DE,76,310,78,73,88,16,27,83,20,77,75,1,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0
Morgan,Fox,DE_91_Morgan_Fox,Chargers,27,73,0.75,brown,91,DE,75,260,76,75,73,23,35,72,24,72,75,1,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0
Breiden,Fehoko,DE_96_Breiden_Fehoko,Chargers,27,69,0.8,black,96,DE,75,300,60,72,70,11,43,73,15,68,75,1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0
Christian,Covington,DE_95_Christian_Covington,Chargers,27,72,0.35,black,95,DE,74,289,68,74,68,10,43,81,16,65,75,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Joe,Gaziano,DE_92_Joe_Gaziano,Chargers,27,59,0.8,blonde,92,DE,76,280,67,70,53,35,42,62,25,56,75,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Antonio,Tyrod,DE_66_Antonio_Tyrod,Chargers,27,58,0.35,black,66,DE,77,305,69,65,52,26,38,61,17,57,75,1,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0
Austin,Johnson,DT_98_Austin_Johnson,Chargers,27,78,0.4,black,98,DT,76,314,61,75,83,23,29,83,22,63,75,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Otito,Ogbonnia,DT_93_Otito_Ogbonnia,Chargers,27,72,0.1,black,93,DT,76,320,64,77,70,8,43,82,20,65,75,0,-1,-1,1,-1,-1,-1,6,0,0,0,0,0,0
Andrew,Brown,DT_90_Andrew_Brown,Chargers,27,64,0.2,black,90,DT,75,290,60,76,63,14,42,63,14,64,75,1,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0
Kenneth,Murray Jr,LB_9_Kenneth_Murray Jr,Chargers,27,77,0.2,black,9,LB,75,241,85,87,65,25,70,76,60,63,75,2,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Khalil,Mack,LB_52_Khalil_Mack,Chargers,27,93,0.15,black,52,LB,75,252,89,86,95,32,62,98,63,98,75,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Joey,Bosa,LB_97_Joey_Bosa,Chargers,27,92,0.8,brown,97,LB,77,280,90,85,92,28,47,98,60,94,75,5,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Kyle,Van Noy,LB_53_Kyle_Van Noy,Chargers,27,79,0.35,black,53,LB,75,250,81,83,70,20,73,80,61,75,75,1,-1,-1,1,-1,-1,-1,2,0,0,0,0,0,0
Chris,Rumph II,LB_94_Chris_Rumph II,Chargers,27,73,0.2,black,94,LB,74,244,81,81,64,26,56,68,60,63,75,3,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Troy,Reeder,LB_51_Troy_Reeder,Chargers,27,82,0.9,brown,51,LB,75,245,80,85,77,25,67,80,64,89,75,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Drue,Tranquill,LB_49_Drue_Tranquill,Chargers,27,76,0.9,black,49,LB,74,234,85,87,65,22,55,69,64,63,75,1,-1,-1,2,-1,-1,-1,0,0,0,0,0,0,0
Nick,Niemann,LB_31_Nick_Niemann,Chargers,27,71,0.9,brown,31,LB,75,244,87,89,53,21,57,63,55,63,75,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Amen,Ogbongbemiga,LB_57_Amen_Ogbongbemiga,Chargers,27,65,0.8,brown,57,LB,72,231,73,84,52,17,46,64,41,62,75,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Cole,Christensen,LB_50_Cole_Christensen,Chargers,27,64,0.8,brown,50,LB,73,230,68,80,53,25,55,63,48,62,75,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
JC,Jackson,CB_27_JC_Jackson,Chargers,27,88,0.2,black,27,CB,73,198,92,92,70,36,80,88,91,90,75,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Asante,Samuel Jr,CB_26_Asante_Samuel Jr,Chargers,27,77,0.25,black,26,CB,70,180,88,92,60,28,67,70,70,70,75,1,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Bryce,Callahan,CB_29_Bryce_Callahan,Chargers,27,87,0.35,black,29,CB,69,183,92,93,67,36,69,79,85,96,75,1,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0
Michael,Davis,CB_43_Michael_Davis,Chargers,27,77,0.25,black,43,CB,74,195,89,92,60,26,65,68,69,70,75,1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0
Ja'Sir,Taylor,CB_36_Ja'Sir_Taylor,Chargers,27,75,0.1,black,36,CB,70,185,80,92,54,23,67,70,71,67,75,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Tevaughn,Campbell,CB_20_Tevaughn_Campbell,Chargers,27,71,0.1,black,20,CB,72,200,84,91,45,24,57,62,63,65,75,1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0
Deane,Leonard,CB_33_Deane_Leonard,Chargers,27,70,0.35,black,33,CB,72,195,85,86,46,36,57,61,62,64,75,0,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0
Derwin,James Jr,S_3_Derwin_James Jr,Chargers,27,91,0.15,black,3,S,74,215,90,91,85,34,72,94,97,98,75,1,-1,-1,2,-1,-1,-1,7,0,0,0,0,0,0
Nasir,Adderley,S_24_Nasir_Adderley,Chargers,27,76,0.35,black,24,S,72,206,88,88,63,27,65,74,71,77,75,1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0
JT,Woods,S_22_JT_Woods,Chargers,27,73,0.3,black,22,S,74,193,90,83,62,28,62,65,67,68,75,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Alohi,Gilman,S_32_Alohi_Gilman,Chargers,27,69,0.6,black,32,S,70,201,90,86,46,26,56,64,63,67,75,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Mark,Webb Jr,S_29_Mark_Webb Jr,Chargers,27,67,0.1,black,29,S,73,207,76,85,48,21,54,63,62,65,75,0,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0
Dustin,Hopkins,K_6_Dustin_Hopkins,Chargers,27,71,1,blonde,6,K,74,193,64,75,61,45,35,32,14,73,75,4,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0
J.K.,Scott,P_13_J.K._Scott,Chargers,27,69,1,blonde,13,P,78,208,61,74,57,32,23,31,12,45,75,5,-1,-1,2,-1,-1,-1,0,0,0,0,0,0,0
Robert,Rashaan,P_1_Robert_Rashaan,Chargers,27,66,1,blonde,1,P,74,205,62,73,35,44,37,23,8,40,75,5,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0
Jimmy,Garoppolo,QB_10_Jimmy_Garoppolo,49ers,28,74,1,blonde,10,QB,74,225,75,70,66,75,34,37,16,70,75,2,-1,-1,1,-1,-1,-1,6,0,0,1,0,0,0
Trey,Lance,QB_5_Trey_Lance,49ers,28,75,0.45,black,5,QB,76,226,87,91,50,75,53,56,35,78,75,1,-1,-1,2,-1,-1,-1,1,0,0,0,0,0,0
Nate,Sudfeld,QB_7_Nate_Sudfeld,49ers,28,58,1,blonde,7,QB,78,227,68,72,64,56,22,27,8,79,75,5,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Elijah,Mitchell,RB_25_Elijah_Mitchell,49ers,28,77,0.35,brown,25,RB,70,200,89,96,56,30,60,47,17,78,75,0,-1,-1,-1,-1,-1,-1,7,0,0,0,0,0,0
Trey,Sermon,RB_28_Trey_Sermon,49ers,28,75,0.2,black,28,RB,72,215,87,86,63,36,58,36,12,75,75,1,-1,-1,2,-1,-1,-1,1,0,0,0,0,0,0
Kyle,Juszczyk,RB_44_Kyle_Juszczyk,49ers,28,84,1,black,44,RB,73,235,85,88,80,23,80,31,13,88,75,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Jeff,Wilson,RB_22_Jeff_Wilson,49ers,28,74,0.3,black,22,RB,72,213,80,92,60,35,58,46,7,60,75,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Tyrion,Davis-Price,RB_32_Tyrion_Davis-Price,49ers,28,68,0.25,black,32,RB,73,219,88,87,45,27,53,36,10,53,75,1,-1,-1,2,-1,-1,-1,0,0,0,0,0,0,0
JaMycal,Hasty,RB_23_JaMycal_Hasty,49ers,28,70,0.35,brown,23,RB,68,205,89,90,46,26,52,36,13,56,75,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Jordan,Mason,RB_41_Jordan_Mason,49ers,28,65,0.35,blonde,41,RB,71,223,83,79,47,36,51,47,16,54,75,2,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0
Deebo,Samuel,WR_19_Deebo_Samuel,49ers,28,91,0.1,black,19,WR,72,215,91,94,64,34,95,61,47,99,75,1,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0
Brandon,Aiyuk,WR_11_Brandon_Aiyuk,49ers,28,81,0.15,black,11,WR,72,200,90,92,60,41,76,48,24,78,75,1,-1,-1,-1,-1,-1,-1,6,0,0,0,0,0,0
Jauan,Jennings,WR_15_Jauan_Jennings,49ers,28,75,0.35,brown,15,WR,75,212,90,91,56,37,64,40,19,66,75,0,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0
Ray-Ray,McCloud,WR_3_Ray-Ray_McCloud,49ers,28,74,0.35,brown,3,WR,69,190,93,88,55,30,63,47,21,65,75,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Danny,Gray,WR_86_Danny_Gray,49ers,28,72,0,black,86,WR,74,199,84,85,60,45,62,58,39,63,75,1,-1,-1,1,-1,-1,-1,4,0,0,0,0,0,0
Malik,Turner,WR_17_Malik_Turner,49ers,28,69,0.25,black,17,WR,74,202,90,89,43,45,54,30,17,56,75,1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0
Marcus,Johnson,WR_6_Marcus_Johnson,49ers,28,71,0.35,black,6,WR,73,207,91,95,45,26,52,18,16,57,75,1,-1,0,2,-1,-1,-1,0,0,0,0,0,0,0
KeeSean,Johnson,WR_13_KeeSean_Johnson,49ers,28,69,0.35,black,13,WR,73,201,85,91,43,34,53,30,29,54,75,1,-1,0,0,-1,-1,-1,3,0,0,0,0,0,0
Austin,Mack,WR_81_Austin_Mack,49ers,28,68,0.35,black,81,WR,74,215,80,84,42,63,62,30,14,57,75,1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0
George,Kittle,TE_85_George_Kittle,49ers,28,93,1,blonde,85,TE,76,250,92,90,89,27,98,37,13,98,75,5,0,-1,2,-1,-1,-1,0,0,0,0,0,0,0
Tyler,Kroft,TE_47_Tyler_Kroft,49ers,28,72,1,brown,47,TE,78,252,78,80,72,34,68,57,48,68,75,0,-1,0,0,-1,-1,-1,0,0,0,0,0,0,0
Charlie,Woerner,TE_89_Charlie_Woerner,49ers,28,59,1,brown,89,TE,77,241,72,78,53,30,56,27,16,57,75,0,-1,-1,-1,-1,-1,-1,3,0,0,0,0,0,0
Trent,Williams,LT_71_Trent_Williams,49ers,28,91,0.25,black,71,LT,77,320,80,81,98,11,22,68,12,98,75,1,-1,-1,-1,-1,-1,-1,5,0,0,0,0,0,0
Jaylon,Moore,LT_76_Jaylon_Moore,49ers,28,70,0.35,brown,76,LT,76,311,70,64,73,18,27,36,10,63,75,0,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0
Colton,McKivitz,LG_68_Colton_McKivitz,49ers,28,68,1,black,68,LG,78,301,60,66,72,22,20,36,14,62,75,1,-1,-1,-1,-1,-1,-1,5,0,0,0,0,0,0
Dohnovan,West,C_61_Dohnovan_West,49ers,28,69,0.35,blonde,61,C,76,300,66,63,72,17,31,30,5,60,75,5,-1,-1,1,-1,-1,-1,1,0,0,0,0,0,0
Daniel,Brunskill,RG_60_Daniel_Brunskill,49ers,28,71,0.35,black,60,RG,77,300,63,68,75,29,25,45,7,67,75,1,0,-1,-1,-1,-1,-1,6,0,0,0,0,0,0
Aaron,Banks,RG_65_Aaron_Banks,49ers,28,59,0.35,black,65,RG,77,325,63,63,58,22,29,27,11,57,75,1,0,-1,1,-1,-1,-1,5,0,0,0,0,0,0
Keaton,Sutherland,RG_66_Keaton_Sutherland,49ers,28,59,0.35,brown,66,RG,77,316,66,63,57,25,55,31,14,54,75,0,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0
Mike,McGlinchey,RT_69_Mike_McGlinchey,49ers,28,80,1,black,69,RT,80,310,71,70,88,12,29,28,9,69,75,4,-1,-1,-1,-1,-1,-1,3,0,0,0,0,0,0
Nick,Bosa,DE_97_Nick_Bosa,49ers,28,92,1,blonde,97,DE,76,266,87,88,94,29,41,94,32,90,75,2,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Dee,Ford,DE_55_Dee_Ford,49ers,28,79,0.3,black,55,DE,74,252,85,84,80,26,46,76,53,78,75,1,-1,-1,0,-1,-1,-1,6,0,0,0,0,0,0
Kerry,Hyder,DE_92_Kerry_Hyder,49ers,28,72,0.45,black,92,DE,74,275,73,74,73,35,39,70,34,73,75,3,-1,-1,2,-1,-1,-1,0,0,0,0,0,0,0
Drake,Jackson,DE_95_Drake_Jackson,49ers,28,72,0.25,black,95,DE,76,273,83,89,65,25,54,70,48,70,75,1,-1,-1,2,-1,-1,-1,0,0,0,0,0,0,0
Jordan,Willis,DE_78_Jordan_Willis,49ers,28,71,0.35,black,78,DE,76,270,81,86,64,22,39,73,29,68,75,3,-1,-1,2,-1,-1,-1,7,0,0,0,0,0,0
Samson,Ebukam,DE_56_Samson_Ebukam,49ers,28,70,0.35,brown,56,DE,75,245,77,83,63,11,33,73,30,69,75,0,-1,-1,2,-1,-1,-1,0,0,0,0,0,0,0
Kemoko,Turay,DE_53_Kemoko_Turay,49ers,28,71,0.35,brown,53,DE,77,252,82,83,64,15,51,72,32,67,75,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Arik,Armstead,DT_91_Arik_Armstead,49ers,28,87,0,black,91,DT,79,290,78,78,95,23,34,85,16,77,75,1,0,-1,0,-1,-1,-1,0,0,0,0,0,0,0
Javon,Kinlaw,DT_99_Javon_Kinlaw,49ers,28,80,0.25,black,99,DT,77,319,72,73,85,12,45,80,27,70,75,1,-1,0,-1,-1,-1,-1,0,0,0,0,0,0,0
Kevin,Givens,DT_90_Kevin_Givens,49ers,28,71,0.35,black,90,DT,73,285,77,78,64,26,45,80,22,65,75,1,-1,-1,2,-1,-1,-1,0,0,0,0,0,0,0
Maurice,Hurst,DT_96_Maurice_Hurst,49ers,28,68,0.35,black,96,DT,74,291,70,68,63,24,33,79,18,64,75,1,-1,-1,-1,-1,-1,-1,5,0,0,0,0,0,0
Hassan,Ridgeway,DT_98_Hassan_Ridgeway,49ers,28,68,0.2,black,98,DT,75,305,76,68,62,22,38,81,20,63,75,1,-1,-1,2,-1,-1,-1,2,0,0,0,0,0,0
Kalia,Davis,DT_93_Kalia_Davis,49ers,28,67,0.2,black,93,DT,74,310,58,69,63,8,34,83,19,62,75,1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0
Fred,Warner,LB_54_Fred_Warner,49ers,28,91,0.4,black,54,LB,75,230,85,85,83,13,87,97,76,95,75,1,-1,0,2,-1,-1,-1,4,0,0,0,0,0,0
Dre,Greenlaw,LB_57_Dre_Greenlaw,49ers,28,81,0.25,black,57,LB,72,230,79,83,72,21,60,84,68,80,75,1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0
Azeez,Al-Shaair,LB_51_Azeez_Al-Shaair,49ers,28,75,0.35,black,51,LB,74,228,85,86,62,30,77,73,55,62,75,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Oren,Burks,LB_48_Oren_Burks,49ers,28,65,0.35,brown,48,LB,75,233,74,82,45,25,59,65,51,62,75,0,-1,-1,2,-1,-1,-1,0,0,0,0,0,0,0
Demetrius,Flannigan-Fowles,LB_45_Demetrius_Flannigan-Fowles,49ers,28,71,0.2,black,45,LB,74,223,82,83,46,29,69,63,77,61,75,1,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0
Curtis,Robinson,LB_59_Curtis_Robinson,49ers,28,69,0.35,brown,59,LB,75,235,86,83,47,38,61,65,55,62,75,0,-1,-1,2,-1,-1,-1,4,0,0,0,0,0,0
Charvarius,Ward,CB_35_Charvarius_Ward,49ers,28,80,0.4,brown,35,CB,73,196,89,93,56,21,63,63,76,80,75,0,-1,-1,0,-1,-1,-1,6,0,0,0,0,0,0
Emmanuel,Moseley,CB_4_Emmanuel_Moseley,49ers,28,78,0.1,black,4,CB,71,190,90,90,53,23,55,60,74,74,75,1,0,-1,-1,-1,-1,-1,2,0,0,0,0,0,0
Jason,Verrett,CB_2_Jason_Verrett,49ers,28,80,0.35,black,2,CB,70,188,92,89,51,38,77,82,78,85,75,1,-1,-1,1,-1,-1,-1,1,0,0,0,0,0,0
Deommodore,Lenoir,CB_38_Deommodore_Lenoir,49ers,28,70,0.35,brown,38,CB,70,200,91,91,45,25,52,60,60,57,75,0,0,-1,2,-1,-1,-1,0,0,0,0,0,0,0
Ambry,Thomas,CB_20_Ambry_Thomas,49ers,28,74,0.35,black,20,CB,72,190,87,92,52,12,54,65,63,73,75,1,-1,-1,2,-1,-1,-1,1,0,0,0,0,0,0
Ka'dar,Hollman,CB_24_Ka'dar_Hollman,49ers,28,71,0.35,black,24,CB,72,196,79,91,45,11,53,56,63,65,75,1,0,0,0,-1,-1,-1,1,0,0,0,0,0,0
Dontae,Johnson,CB_27_Dontae_Johnson,49ers,28,70,0.35,brown,27,CB,74,200,82,89,43,36,52,57,62,63,75,0,-1,-1,0,-1,-1,-1,3,0,0,0,0,0,0
Samuel,Womack,CB_26_Samuel_Womack,49ers,28,71,0.35,brown,26,CB,70,187,87,92,45,27,51,54,61,62,75,0,-1,0,-1,-1,-1,-1,0,0,0,0,0,0,0
Jimmie,Ward,S_1_Jimmie_Ward,49ers,28,84,0.35,brown,1,S,71,195,88,90,78,20,61,83,81,91,75,0,-1,0,1,-1,-1,-1,0,0,0,0,0,0,0
George,Odum,S_30_George_Odum,49ers,28,73,0.2,black,30,S,73,202,83,87,60,19,56,68,67,74,75,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Tarvarius,Moore,S_33_Tarvarius_Moore,49ers,28,67,0.2,black,33,S,74,200,77,90,45,21,53,63,60,65,75,1,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0
Talanoa,Hafanga,S_29_Talanoa_Hafanga,49ers,28,70,0.35,black,29,S,72,200,87,93,46,22,52,61,62,63,75,1,-1,-1,1,-1,-1,-1,1,0,0,0,0,0,0
Leon,O'Neal Jr,S_14_Leon_O'Neal Jr,49ers,28,68,0.25,black,14,S,73,210,87,87,47,28,51,62,62,62,75,1,-1,-1,1,-1,-1,-1,2,0,0,0,0,0,0
Tayler,Hawkins,S_41_Tayler_Hawkins,49ers,28,66,0.35,black,41,S,73,205,82,86,43,34,52,62,61,61,75,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Robbie,Gould,K_9_Robbie_Gould,49ers,28,61,1,blonde,9,K,72,190,53,54,24,27,14,21,9,29,75,2,-1,-1,-1,-1,-1,-1,6,0,0,0,0,0,0
Mitch,Wishnowsky,P_18_Mitch_Wishnowsky,49ers,28,73,1,black,18,P,74,220,70,81,57,34,29,45,9,78,75,4,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Drew,Lock,QB_2_Drew_Lock,Seahawks,29,70,1,black,2,QB,76,228,76,74,56,71,68,43,13,70,75,1,-1,-1,0,-1,-1,-1,1,0,0,1,0,0,0
Geno,Smith,QB_7_Geno_Smith,Seahawks,29,63,0.35,black,7,QB,75,221,78,79,58,62,53,28,10,63,75,1,-1,-1,0,-1,-1,-1,5,0,0,1,0,0,0
Rashaad,Penny,RB_20_Rashaad_Penny,Seahawks,29,77,0.3,black,20,RB,71,220,87,88,63,26,68,25,11,78,75,1,-1,-1,0,-1,-1,-1,7,0,0,0,0,0,0
Kenneth,Walker III,RB_9_Kenneth_Walker III,Seahawks,29,75,0.35,brown,9,RB,69,211,82,88,62,44,66,40,23,75,75,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Chris,Carson,RB_32_Chris_Carson,Seahawks,29,77,0.2,black,32,RB,71,222,83,87,67,37,63,41,17,83,75,1,-1,-1,1,-1,-1,-1,2,0,0,0,0,0,0
DeeJay,Dallas,RB_31_DeeJay_Dallas,Seahawks,29,69,0.35,brown,31,RB,70,214,92,87,45,26,53,37,14,63,75,0,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0
Travis,Homer,RB_25_Travis_Homer,Seahawks,29,69,0.35,black,25,RB,70,202,85,89,46,28,52,40,15,62,75,1,-1,-1,1,-1,-1,-1,1,0,0,0,0,0,0
Darwin,Thompson,RB_36_Darwin_Thompson,Seahawks,29,64,0.35,black,36,RB,68,200,85,77,43,22,51,76,58,63,75,1,-1,-1,0,-1,-1,-1,3,0,0,0,0,0,0
DK,Metcalf,WR_14_DK_Metcalf,Seahawks,29,91,0.1,black,14,WR,76,235,88,96,82,35,89,37,16,96,75,1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0
Tyler,Lockett,WR_16_Tyler_Lockett,Seahawks,29,87,0.3,black,16,WR,70,182,95,93,60,29,89,30,11,90,75,1,-1,-1,0,-1,-1,-1,2,0,0,0,0,0,0
Freddie,Swain,WR_18_Freddie_Swain,Seahawks,29,78,0.35,brown,18,WR,72,199,87,94,55,21,68,45,21,74,75,0,-1,-1,0,-1,-1,-1,2,0,0,0,0,0,0
Dee,Eskridge,WR_1_Dee_Eskridge,Seahawks,29,78,0.35,black,1,WR,69,190,87,93,55,20,69,30,11,72,75,1,-1,-1,2,-1,-1,-1,0,0,0,0,0,0,0
Bo,Melton,WR_81_Bo_Melton,Seahawks,29,76,0.35,black,81,WR,71,191,91,86,50,29,72,32,25,70,75,1,-1,-1,1,-1,-1,-1,3,0,0,0,0,0,0
Marquise,Goodwin,WR_15_Marquise_Goodwin,Seahawks,29,76,0.35,brown,15,WR,69,179,88,95,61,38,61,35,14,60,75,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Penny,Hart,WR_19_Penny_Hart,Seahawks,29,69,0.35,brown,19,WR,68,180,86,87,45,22,56,45,15,58,75,0,-1,-1,2,-1,-1,-1,2,0,0,0,0,0,0
Noah,Fant,TE_87_Noah_Fant,Seahawks,29,82,0.4,blonde,87,TE,76,249,86,85,79,27,87,51,13,75,75,2,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Will,Dissly,TE_89_Will_Dissly,Seahawks,29,77,1,black,89,TE,76,265,80,80,68,23,82,40,11,90,75,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
Colby,Parkinson,TE_84_Colby_Parkinson,Seahawks,29,60,1,black,84,TE,79,251,82,83,46,22,63,46,16,56,75,1,-1,-1,-1,-1,-1,-1,6,0,0,0,0,0,0
Tyler,Mabry,TE_85_Tyler_Mabry,Seahawks,29,59,0.4,brown,85,TE,75,247,80,78,45,24,62,36,17,57,75,0,-1,-1,1,-1,-1,-1,4,0,0,0,0,0,0
Charles,Cross,LT_67_Charles_Cross,Seahawks,29,74,0.3,black,67,LT,77,311,63,70,80,27,65,28,14,72,75,1,-1,-1,-1,-1,-1,-1,3,0,0,0,0,0,0
